"Código de barras",Código,Variantes,expected,counted
"VKMA 03241 DX","VKMA 03241 DX","1.7 8v D (XUD7)",-1.0000,
"VKMA 03244 A","VKMA 03244 A",,1.0000,
"VKMA 03244 DX","VKMA 03244 DX",,1.0000,
"VKMA 03247 A","VKMA 03247 A",,1.0000,
"VKMA 03254 A","VKMA 03254 A",,1.0000,
"VKMA 03256","VKMA 03256",,1.0000,
"VKMA 03259","VKMA 03259",,3.0000,
"VKMA 04107 A","VKMA 04107 A",,1.0000,
"VKMA 04212","VKMA 04212",,0.0000,
"VKMA 04212 DX","VKMA 04212 DX",,1.0000,
"VKMA 04214","VKMA 04214",,1.0000,
"VKMA 04226 A","VKMA 04226 A",,0.0000,
"VKMA 04226 DX","VKMA 04226 DX",,1.0000,
"VKMA 05010A","VKMA 05010A",,1.0000,
"VKMA 05012 A","VKMA 05012 A",,2.0000,
"VKMA 05121 A","VKMA 05121 A","1.6 8v (C16SE)",-1.0000,
"VKMA 05121 A","VKMA 05121 A","1.4 8v (MPFI)",-6.0000,
"VKMA 05121 A","VKMA 05121 A","1.0 8v",-1.0000,
"VKMA 05150 A","VKMA 05150 A",,1.0000,
"VKMA 05151 A","VKMA 05151 A",,1.0000,
"VKMA 05214 A","VKMA 05214 A",,1.0000,
"VKMA 05222 A","VKMA 05222 A",,1.0000,
"VKMA 05224 A","VKMA 05224 A",,1.0000,
"VKMA 05260","VKMA 05260",,1.0000,
"VKMA 05402 A","VKMA 05402 A",,0.0000,
"VKMA 06000 A","VKMA 06000 A",,0.0000,
"VKMA 06000 A DX","VKMA 06000 A DX",,1.0000,
"VKMA 06002 A","VKMA 06002 A",,3.0000,
"VKMA 06003 A","VKMA 06003 A",,1.0000,
"VKMA 06003 DX","VKMA 06003 DX",,1.0000,
"VKMA 06020 A","VKMA 06020 A","1.6 16v (K4M)",1.0000,
"VKMA 06020 DX","VKMA 06020 DX",,0.0000,
"VKMA 06124 A","VKMA 06124 A","1.9 D (F8Q)",-1.0000,
"VKMA 06126 A","VKMA 06126 A",,0.0000,
"VKMA 06126 DX","VKMA06126 DX",,1.0000,
"VKMA 06134 A","VKMA 06134 A",,1.0000,
"VKMA 06213","VKMA 06213",,0.0000,
"VKMA 07405 A","VKMA 07405 A",,0.0000,
"VKMA 07405 AC","VKMA 07405 AC",,1.0000,
"VKMA 32000 A","VKMA 32000 A",,1.0000,
"VKMA 90000 A","VKMA 90000 A",,2.0000,
"VKMA 91022","VKMA 91022",,1.0000,
"VKMA 91711 A","VKMA 91711 A",,2.0000,
"VKMA 95014","VKMA 95014",,2.0000,
"VKMA 99004","VKMA 99004",,1.0000,
VKMA01148A,"VKMA 01148 A",,0.0000,
"VKMA02152 DAYCO","VKMA02152 / KTB160",,1.0000,
VKMA02386DX,"VKMA 02386 DX",,1.0000,
VKMA05121,VKMA05121,,1.0000,
VKMA05156,"VKMA 05156",,1.0000,
VKMA06003,"VKMA06003 / KTB259",,1.0000,
VKMA06009,VKMA06009,,1.0000,
"VKMC 02206 A","VKMC 02206 A",,0.0000,
VKPAC81400A,"VKPC 81400 A",,2.0000,
"VKPC 84217","VKPC 84217 A",,2.0000,
VKPC81210A,VKPC81210A,,3.0000,
VKPC86810A,"VKPC 86810 A",,1.0000,
"XS4G 9K478 BD","XS4G 9K478 BD",,2.0000,
YHI100,YHI100,,1.0000,
YHI223,YHI223,,0.0000,
YHI320,YHI320,,1.0000,
YHI412,YHI412,,7.0000,
YHI415,YHI415,,10.0000,
YHI416,YHI416,,17.0000,
YHI99,YHI99,,2.0000,
"YRA8723 0.50","YRA 8723 0.50",,1.0000,
"YRA8723 STD","YRA 8723 STD",,1.0000,
ZC0444S,"SC-129 STD",,1.0000,
"ZS1787 STD","ZS1787 STD",,1.0000,
"ZS1876 0.60","ZS1876 0.60",,1.0000,
"ZS1876 STD","ZS1876 STD",,1.0000,
ZS209100STD,"ZS 2091 STD",,1.0000,
"ZSB1787 0.60","ZSB1787 0.60",,1.0000,
ZSB1874,"ZSB1874 STD",,1.0000,
"ZSB2090 00 STD","ZSB2090 STD",,1.0000,
ZSB20900.60,"ZSB2090 0.60",,1.0000,
"ZSC1199 36 0.60","ZSC 1199 0.60",,1.0000,
"ZSC2094 STD","ZSC2094 STD",,1.0000,
"ZSH1575 00 STD","ZSH1575 STD",,1.0000,
"ZSH1575 35 0.50","ZSH1575 0.50",,1.0000,
